company_name,company_market,company_city,company_category_list,total_funding,investor_rating,company_max_round,keyword_clusters,final_cluster
EdgeSpring,Analytics,San Mateo,|Business Intelligence|Big Data|Analytics|,12.700,10,0,13,39
Animeeple,Virtual Worlds,Mountain View,|Virtual Worlds|Content|Graphics|3D|Games|,0.150,2,0,22,9
Glu Mobile,Technology,San Francisco,|Technology|Mobile|,58.121,9.14,0,5,99
Livefyre,Enterprise Software,San Francisco,|Social Media|Content|Facebook Applications|Twitter Applications|Real Time|Curated Web|Enterprise Software|,20.300,9.9,0,22,94
TheraVida,Biotechnology,Mountain View,|Biotechnology|,13.505,10,0,2,46
Nevo Energy,Clean Technology,Cupertino,|Clean Technology|,4.100,8,0,11,14
thredUP,Fashion,San Francisco,|Fashion|,46.120,9.5,0,22,61
Crescendo Bioscience,Biotechnology,South San Francisco,|Biotechnology|,146.600,10,0,2,49
Calithera Biosciences,Biotechnology,South San Francisco,|Biotechnology|,105.000,10,0,2,49
Progreso Financiero,Finance,Menlo Park,|Finance|,123.000,10,0,14,45
Better Finance,E-Commerce,San Francisco,|E-Commerce|,37.000,9.75,0,7,17
Wellcore,Hardware + Software,San Jose,|Hardware + Software|,7.500,10,0,10,21
Blue Buzz Network,News,San Francisco,|News|,1.310,9,0,22,9
BARRX Medical,Health Care,Sunnyvale,|Technology|Medical|Health Care|,15.000,10,0,0,8
GameSalad,Software,San Francisco,|Software|Content|Game|Mac|Mobile Games|iPod Touch|iPad|iPhone|iOS|Mobile|Games|,7.100,9.25,0,22,9
BringIt,Games,San Francisco,|Games|,4.340,8,0,3,29
Veloxum Corporation,Web Development,Scotts Valley,|Virtualization|Web Development|Software|,2.000,9,0,22,9
Flipboard,News,Palo Alto,|News|,160.500,9.7,0,22,58
LearnBoost,Education,San Francisco,|Education|,2.875,9.3,0,20,18
GeneWeave Biosciences,Biotechnology,Los Gatos,|Biotechnology|,25.000,10,0,2,46
Convoke Systems,Software,San Francisco,|Software|,5.500,10,0,6,1
Palmaz Scientific,Health Care,Fremont,|Health Care|,29.128,10,0,0,80
Recurly,Information Technology,San Francisco,|Information Technology|SaaS|Billing|Enterprise Software|,19.600,9.75,0,22,94
Spot formerly PlacePop,Curated Web,San Francisco,|Curated Web|,1.900,8.75,0,9,6
MyVerse,Finance,San Francisco,|Finance|Health and Wellness|Career Management|Teenagers|Internet|Curated Web|,0.400,3,0,18,5
Tello,Curated Web,Palo Alto,|Curated Web|,3.700,9.21,0,9,6
Color Labs Inc.,Proximity Internet,Palo Alto,|Proximity Internet|Location Based Services|Local|Photography|Photo Sharing|Mobile Social|Mobile|Networking|,41.000,10,0,26,4
Appstores.com,Mobile,San Francisco,|Publishing|Developer APIs|Apps|Mobile|App Stores|Software|,1.155,7.15,0,22,9
Inhale Digital,Facebook Applications,San Francisco,|Flash Sales|Coupons|Social Buying|Retail|Facebook Applications|Gamification|Games|,1.300,10,0,22,9
Kima Labs,Mobile,San Francisco,|Mobile|,0.770,9.17,0,5,13
Yatown,Social Media,Sunnyvale,|Local|Social Network Media|Communities|Social Media|,0.330,6,0,7,88
Lumatic,Finance,San Francisco,|Finance|Public Transportation|,0.813,9,0,14,27
Rolith,Solar,Pleasanton,|Solar|Nanotechnology|,5.700,6.33,0,25,64
Fair Observer,Analytics,Sunnyvale,|Analytics|,0.060,2,0,13,39
SiteBrains,Internet,San Francisco,|Enterprise Software|Internet|SaaS|Software|,0.350,3,0,1,47
MogoTix,Events,San Francisco,|Events|Ticketing|Mobile|,0.115,9.75,0,22,9
Rapportive,Email,San Francisco,|Email|Messaging|,1.000,8.56,0,17,32
Redbeacon,Curated Web,Foster City,|Online Scheduling|Network Security|Service Providers|Local Search|Local|Curated Web|,7.400,10,0,22,9
Raptor Pharmaceuticals,Biotechnology,Novato,|Biotechnology|,87.386,9.6,0,2,49
Ciespace,Software,Santa Clara,|Software|,6.000,9,0,6,1
HipChat,Chat,San Francisco,|Enterprises|Collaboration|Chat|Messaging|,0.100,5.33,0,17,32
Satin Technologies,Software,Sunnyvale,|Software|,0.322,6,0,6,1
Appbistro,Developer APIs,San Francisco,|Developer APIs|Marketplaces|Facebook Applications|Mobile|,0.600,9.38,0,21,31
CloudCrowd,Enterprise Software,San Francisco,|Enterprise Software|,5.100,8.5,0,1,47
Servio,Translation,San Francisco,|Translation|Crowdsourcing|Advertising|Analytics|,9.356,9,0,22,9
Weatherista,News,San Francisco,|Search|E-Commerce|Shopping|Fashion|News|Curated Web|,0.500,3,0,19,33
Runa,Advertising,Mountain View,|Advertising|,10.200,10,0,8,23
Hipmunk,Hotels,San Francisco,|Hotels|Travel|,40.215,9.28,0,15,41
wmbly,Social Media,San Francisco,|Social Media|Events|Video|Curated Web|,0.020,5,0,27,62
Inneractive,Advertising,San Mateo,|App Marketing|Advertising|,14.000,8.29,0,22,94
GameCrush,Games,San Francisco,|Games|,0.700,8.86,0,3,29
VSS Monitoring,SEO,Sunnyvale,|SEO|Networking|Enterprise Software|,20.000,10,0,26,87
Flowtown,Analytics,San Francisco,|Analytics|,0.750,7.56,0,13,39
Lumenergi,Clean Technology,Newark,|Clean Technology|,27.902,9.75,0,11,14
Atlantis Computing,Enterprise Software,Mountain View,|Enterprise Software|,30.000,10,0,1,22
"ArrayPower, Inc.",Clean Technology,Sunnyvale,|Clean Technology|,14.000,10,0,11,14
ScaleXtreme,Enterprise Software,San Mateo,|Enterprise Software|,13.000,10,0,1,47
Aptus Endosystems,Health Care,Sunnyvale,|Health Care|,40.000,10,0,0,80
SI-BONE,Health Care,San Jose,|Health Care|,61.120,10,0,0,80
Udemy,Education,San Francisco,|Education|,48.000,9.48,0,20,92
Cue,Curated Web,San Francisco,|Curated Web|,4.715,4,0,9,6
Slipstream,Curated Web,Oakland,|Social Media|Twitter Applications|Curated Web|,0.020,5,0,7,88
Giftiki,Social Media,San Francisco,|Social Media|,1.020,9.67,0,7,88
OneTrueFan,Curated Web,San Francisco,|Curated Web|,1.200,8.14,0,9,6
Hug Energy,Curated Web,San Francisco,|Curated Web|,0.600,9,0,9,6
Pantheon,Web CMS,San Francisco,|Web CMS|Web Development|Content|Enterprise Software|,32.800,9.14,0,22,61
hopscout,E-Commerce,San Francisco,|Social Commerce|E-Commerce|,1.300,7.5,0,7,88
Inflection,Analytics,Redwood City,|Identity|Search|Big Data|Analytics|,30.000,10,0,13,2
LilLuxe,Flash Sales,Sausalito,|Social Commerce|Kids|Flash Sales|Fashion|,1.200,5,0,7,88
Nexant,Software,San Francisco,|Software|,82.500,9.25,0,6,51
CruiseWise,Travel,San Francisco,|Travel|,1.740,9,0,15,41
Memolane,Curated Web,San Francisco,|Curated Web|,2.500,10,0,9,6
Qwilt,Software,Redwood City,|Software|,40.100,10,0,6,84
Sorbent Therapeutics,Biotechnology,Sunnyvale,|Biotechnology|,90.889,10,0,2,49
DoubleDutch,Enterprise Application,San Francisco,|Marketing Automation|Enterprise Application|Enterprise Software|Mobile|,37.945,9.07,0,1,22
ShopWell,Curated Web,Palo Alto,|Curated Web|,7.940,8.5,0,9,6
Joyent,Enterprise Software,San Francisco,|Facebook Applications|Cloud Computing|Automotive|Infrastructure|Apps|Web Hosting|Open Source|Software|Enterprise Software|,131.000,9.69,0,24,57
Voicebase,Speech Recognition,San Francisco,|Natural Language Processing|Big Data Analytics|Big Data|Data Mining|Speech Recognition|Enterprise Software|,5.700,9.5,0,13,39
BranchOut,Networking,San Francisco,|Networking|Career Management|Social Network Media|Facebook Applications|Employment|Mobile|,49.000,9.56,0,26,4
Movity,Curated Web,San Francisco,|Curated Web|,1.300,9.6,0,9,6
Cirtas Systems,Enterprise Software,San Jose,|Enterprises|Enterprise Software|,32.500,10,0,1,22
Ifeelgoods,Retail,Palo Alto,|Retail|E-Commerce|Social Games|Virtual Goods|Loyalty Programs|Advertising|,11.000,8.75,0,7,88
Anthera Pharmaceuticals,Health Care,Hayward,|Health Care|Biotechnology|,31.500,9.5,0,0,80
Aryaka Networks,Enterprise Software,Milpitas,|Cloud Computing|SaaS|Enterprise Software|,81.167,10,0,24,93
Votizen,Law Enforcement,Mountain View,|Social Media|Law Enforcement|Politics|Curated Web|,2.250,9.5,0,7,88
GENWI,Mobile,Los Altos,|Mobile|,7.100,9.38,0,5,13
Retail Solutions,Analytics,Mountain View,|Retail|Analytics|Enterprise Software|,15.200,10,0,13,39
EchoFirst,Clean Technology,Fremont,|Clean Technology|,13.700,10,0,11,14
Fe3 Medical,Biotechnology,San Jose,|Biotechnology|,8.209,10,0,2,46
Ongo,News,Cupertino,|News|,12.000,9.67,0,22,94
Geo Semiconductor,Semiconductors,Santa Clara,|Semiconductors|,33.910,8.33,0,4,75
PagerDuty,IT Management,San Francisco,|IT Management|Cloud Computing|SaaS|,39.800,9.79,0,24,11
Boreal Genomics,Analytics,Los Altos,|Analytics|Biotechnology|,24.500,10,0,2,46
Zet Universe,Software,Palo Alto,|Software|,0.012,1,0,6,1
64 Pixels,Curated Web,Mountain View,|Social Media|Browser Extensions|Curated Web|,0.100,10,0,7,88
Bright Pattern,Customer Support Tools,San Bruno,|Customer Support Tools|Contact Centers|Customer Service|Enterprise Software|,7.000,7,0,22,9
Memoir Systems,Semiconductors,Sunnyvale,|Semiconductors|,5.100,10,0,4,20
Typekit,Curated Web,San Francisco,|Curated Web|,3.200,10,0,9,6
SocialShield,Software,San Bruno,|Software|,10.000,8.57,0,6,1
Pulse,iPhone,San Francisco,|iPhone|News|,9.800,10,0,22,9
Tidemark,Enterprises,Redwood City,|Cloud Computing|PaaS|SaaS|Enterprises|Analytics|,93.371,10,0,24,93
Henley-Putnam University,Education,Santa Clara,|Education|,12.600,7.75,0,20,18
WellnessFX,Health and Wellness,San Francisco,|Health and Wellness|,15.000,9.75,0,18,5
Spreaker,Social Media,San Francisco,|Internet Radio Market|Audio|Social Media|,1.007,6,0,7,88
Siluria Technologies,Nanotechnology,San Francisco,|Nanotechnology|,99.469,10,0,22,0
Honestly.com,Curated Web,San Mateo,|Curated Web|,1.200,9.5,0,9,6
eCert,Messaging,San Francisco,|Messaging|,8.000,10,0,17,32
Kontiki,Enterprise Software,Sunnyvale,|Enterprise Software|,20.393,9.86,0,1,47
Wish,Curated Web,San Francisco,|Curated Web|Marketplaces|Mobile|E-Commerce|,78.700,9.44,0,21,31
OpenFeint,Games,Burlingame,|Games|,3.000,10,0,3,29
Katango,Social Media,Palo Alto,|Networking|Social Search|Social Media|,5.000,8,0,26,87
ShopSocially,Software,Mountain View,|Software|,2.850,7,0,6,1
JungleCents,E-Commerce,San Francisco,|Online Shopping|E-Commerce|,1.500,9,0,22,9
LiveRamp,Data Integration,San Francisco,|Advertising|Data Integration|Brand Marketing|,16.000,10,0,22,94
Junar,Big Data,Palo Alto,|Big Data|Enterprise Software|,1.240,8.25,0,1,47
DataStax,Big Data,Santa Clara,|Big Data|Databases|,189.700,9.96,0,22,58
CloudOn,Social Media,Mountain View,|Social Media|Enterprises|Mobile|Cloud Computing|Enterprise Software|,26.140,9.78,0,24,11
Wander (f. YongoPal),Mobile,Mountain View,|Mobile|,0.185,10,0,5,13
Intersect ENT,Health Care,Menlo Park,|Health Care|,79.328,10,0,0,66
Kiip,Advertising,San Francisco,|Advertising|Games|Mobile|,15.300,8.71,0,3,29
Apsalar,Data Integration,San Francisco,|Mobile Analytics|Data Integration|Android|iOS|iPhone|Apps|Analytics|Optimization|Mobile|,14.800,9.86,0,13,39
Adku,Software,San Francisco,|Software|,1.540,9.67,0,6,1
Path,Mobile,San Francisco,|Social Network Media|Mobile|,76.990,9.25,0,7,71
TransLattice,Public Transportation,Santa Clara,|Public Transportation|,19.026,10,0,22,94
Glooko,iPhone,Palo Alto,|iPhone|Diabetes|Health Care|,11.500,7.3,0,0,8
SurveyMonkey,Software,Palo Alto,|Surveys|Software|,900.000,10,0,22,15
Gazillion Entertainment,Games,San Mateo,|Games|,103.000,10,0,3,98
PiCloud,Enterprise Software,San Francisco,|Cloud Computing|Enterprise Software|,1.400,9.4,0,24,63
Gluster,Enterprise Software,Sunnyvale,|Enterprise Software|,8.500,10,0,1,47
Mixed Media Labs,Software,San Francisco,|Software|,7.554,10,0,6,1
Convo Communications,Messaging,San Ramon,|Messaging|,0.500,10,0,17,32
Rhythm NewMedia,Advertising,Mountain View,|App Marketing|Mobile Video|Advertising|,28.932,10,0,27,38
Houzz,Curated Web,Palo Alto,|Home Renovation|Design|Curated Web|,213.600,9.23,0,22,58
Retailigence,Developer APIs,Redwood City,|Developer APIs|Local Search|Advertising|,13.000,9.05,0,19,33
Yummly,Semantic Search,Redwood City,|Groceries|Personalization|Content Discovery|Semantic Search|Ediscovery|Cooking|Recipes|Hospitality|,9.159,10,0,22,9
Verismo Networks,Games,Mountain View,|Games|,17.000,10,0,3,29
Beautylish,E-Commerce,San Francisco,|E-Commerce|,8.500,9.56,0,7,88
Leftronic,Business Intelligence,San Francisco,|Business Analytics|Business Intelligence|Analytics|,0.500,10,0,13,39
Stipple,Advertising,San Francisco,|E-Commerce|Independent Music Labels|Photography|Advertising|,14.379,8.52,0,22,94
Topguest,Enterprise Software,San Francisco,|Enterprise Software|,2.000,10,0,1,47
Lionside,Games,San Francisco,|Games|,1.600,10,0,3,29
nlyte Software,Software,San Mateo,|Clean Technology|Data Centers|Software|,12.000,9.33,0,11,14
Zamzee,Health and Wellness,Redwood City,|Health and Wellness|,1.000,4,0,18,5
Tasty Labs,Curated Web,Mountain View,|Curated Web|,3.000,10,0,9,6
FinancialForce.com,Enterprise Resource Planning,San Francisco,|Cloud Computing|Accounting|Enterprise Resource Planning|Software|,76.300,10,0,24,93
Zappli,Mobile,San Francisco,|Price Comparison|Mobile Payments|Networking|Mobile Shopping|Social Buying|Shopping|Mobile Commerce|Mobile|,0.500,7.8,0,5,13
Theravance,Health Care,South San Francisco,|Health Care|Biotechnology|,129.375,10,0,0,66
Humanoid,Video,San Francisco,|Speech Recognition|Web Development|SEO|Video|Social Media|Software|,1.100,7.5,0,27,62
Jiff,Health and Wellness,Palo Alto,|Medical|Internet|Mobile|Health and Insurance|Tablets|iPad|Health and Wellness|,26.800,10,0,18,5
Elastic Intelligence,Enterprise Software,Menlo Park,|Enterprise Software|,3.400,8,0,1,47
Merchant Atlas,Sales Automation,San Mateo,|Sales and Marketing|SaaS|Sales Automation|Social Media|Advertising|Analytics|,6.300,9.25,0,22,9
awe.sm,Analytics,San Francisco,|Performance Marketing|Social Media|Analytics|,5.250,9.38,0,7,88
Materna Medical,Health Care,San Francisco,|Health Care|,1.000,9,0,0,8
Strobe,iPad,San Francisco,|iPad|Mobile|Web Development|Software|,2.500,10,0,22,9
CellScape,Health Care,Newark,|Health Care|Biotechnology|,12.800,9.67,0,0,8
Edmodo,Technology,San Mateo,|Technology|Teachers|All Students|Social Media|MicroBlogging|Education|,87.500,10,0,22,0
Taulia,Hardware + Software,San Francisco,|Hardware + Software|SaaS|Enterprise Software|,75.700,9.8,0,10,73
Panzura,Software,Campbell,|Storage|Software|,58.000,10,0,22,61
Nimble Storage,Technology,San Jose,|Technology|Software|Flash Storage|Storage|Enterprise Software|,98.751,10,0,22,0
Sequenta,Biotechnology,San Francisco,|Biotechnology|,41.460,9.75,0,2,3
QuantaLife,Biotechnology,Pleasanton,|Biotechnology|,28.713,10,0,2,46
Jelastic,Web Hosting,Palo Alto,|Web Hosting|Software|,8.067,8.29,0,28,12
Victrio,Enterprise Software,Mountain View,|Fraud Detection|Mobile|Software|Security|Enterprise Software|,5.000,10,0,22,9
Tout,Video,San Francisco,|Video|News|,24.110,8.27,0,27,62
Clustrix,Cloud Computing,San Francisco,|Cloud Computing|Big Data|Databases|Enterprise Software|,54.250,9.83,0,24,11
LawPivot,Licensing,Palo Alto,|Licensing|Employment|Taxis|Identity|Finance|Internet|Venture Capital|Technology|Startups|Legal|,1.600,8.43,0,22,9
Pocket Gems,Mobile Games,San Francisco,|Mobile Games|Games|,5.000,9.75,0,3,29
Rocketship Education,Education,Palo Alto,|Education|,3.300,6,0,20,18
DevonWay,Enterprise Software,San Francisco,|Enterprise Software|,7.050,10,0,1,47
LiquidSpace,Curated Web,Palo Alto,|Collaborative Consumption|Curated Web|Real Time|Marketplaces|Real Estate|Peer-to-Peer|,26.200,9.06,0,22,94
Gridstore,Web Development,Mountain View,|Web Development|Web Hosting|,25.470,9.5,0,28,12
Wild Needle,Mobile,Mountain View,|Mobile|,2.500,10,0,5,13
Miso,Entertainment,San Francisco,|Entertainment|Real Time|Twitter Applications|Mobile|,5.500,10,0,22,9
TextualAds,Web CMS,San Francisco,|Web CMS|Ad Targeting|Consumer Goods|Networking|Social Media|Apps|Facebook Applications|SMS|Sales and Marketing|Mobile|Advertising|,0.650,6.17,0,22,9
Triptrotting,Travel,San Francisco,|Social Network Media|Hospitality|Web Hosting|All Students|Travel|,2.100,8.45,0,15,41
Bread,Advertising,San Francisco,|Advertising|,3.500,7.73,0,8,23
Circle Inc,Social Media,Palo Alto,|Private Social Networking|Location Based Services|Apps|Social Media|,6.000,9.05,0,26,87
CrowdMob,Mobile,San Francisco,|Advertising|E-Commerce|Location Based Services|Local|Games|Social Media|Mobile|,1.000,7.2,0,7,88
just.me 2014 Inc,Mobile Advertising,Palo Alto,|Social Media Platforms|Mobile Advertising|Social Network Media|Mobile|,4.325,7.93,0,7,88
Friend.ly,Social Network Media,Mountain View,|Social Network Media|Social Media|MicroBlogging|Curated Web|,5.000,9.75,0,7,88
OncoHealth,Biotechnology,San Jose,|Biotechnology|,3.450,9.38,0,2,46
Storenvy,Web Development,San Francisco,|Web Development|Social Buying|Social Media|E-Commerce|,6.525,8.54,0,7,88
Scoot Networks,Public Transportation,San Francisco,|Public Transportation|,4.130,5.44,0,22,9
Grand Rounds,Healthcare Services,San Francisco,|Healthcare Services|Health Care|Health and Wellness|,51.000,10,0,18,5
Clinkle,Payments,San Francisco,|Payments|Finance|,30.515,8.68,0,23,55
VeriTweet,Curated Web,Santa Clara,|Curated Web|,0.200,5,0,9,6
Hampton Creek,Consumer Goods,San Francisco,|Consumer Goods|Technology|Environmental Innovation|,30.000,9.59,0,22,94
TrustGo,Security,Santa Clara,|Security|,1.500,10,0,12,67
VideoSurf,Hardware + Software,San Mateo,|Hardware + Software|,28.000,9.2,0,10,21
AgilOne,SaaS,Mountain View,|SaaS|Big Data|Business Intelligence|Sales and Marketing|Analytics|,41.000,10,0,13,2
Red Robot Labs,Mobile,Palo Alto,|Location Based Services|Social Media|Mobile|Games|,15.500,9.33,0,7,17
FiveStars,Loyalty Programs,San Francisco,|Loyalty Programs|Advertising|,42.650,9.33,0,22,61
MinoMonsters,Games,San Francisco,|Games|,1.168,9.91,0,3,29
RadLogics,Health Care Information Technology,Milpitas,|Health Care Information Technology|SaaS|Analytics|Big Data|Health and Wellness|,1.850,4.5,0,18,5
CheckInPage,Coupons,Palo Alto,|Coupons|Social Network Media|News|Hotels|Social Media|Finance|Technology|Internet|Mobile|,0.100,2,0,7,88
Wappwolf,Enterprise Software,San Francisco,|Productivity Software|SaaS|Document Management|File Sharing|Cloud Computing|Startups|Enterprise Software|,1.200,3,0,24,63
Convozine,Curated Web,San Francisco,|Collaboration|Publishing|Curated Web|,0.050,2,0,9,6
Rock Health,Health Care,San Francisco,|Health Care|Venture Capital|Startups|Apps|Mobile|Health and Wellness|,5.000,8.7,0,18,5
PneumRx,Health Care,Mountain View,|Health Care|,33.000,10,0,0,80
NatureBridge,Education,San Francisco,|Education|,4.000,10,0,20,18
Qmerce,Loyalty Programs,Palo Alto,|Social Media Marketing|Social Commerce|Loyalty Programs|Gamification|Publishing|User Experience Design|Weddings|Advertising|,1.100,5.67,0,7,88
Phoneplus,iPhone,San Francisco,|Android|iPhone|Apps|Mobile|,0.100,3,0,22,9
BandPage,Music Services,San Francisco,|Music Services|,27.550,9.78,0,16,16
OSIsoft,Enterprise Software,San Leandro,|Enterprise Software|,139.500,10,0,1,82
VisionCare Ophthalmic Technologies,Health Care,Saratoga,|Health Care|,50.000,9.83,0,0,80
Stella & Dot,E-Commerce,San Bruno,|Entrepreneur|Retail|Jewelry|E-Commerce|,37.000,10,0,22,61
Localmind,Real Time,San Francisco,|Real Time|Local Based Services|Facebook Applications|Location Based Services|Curated Web|,0.650,6.67,0,22,9
NextWave Pharmaceuticals,Biotechnology,Cupertino,|Biotechnology|,46.819,10,0,2,3
Strava,iOS,San Francisco,|iOS|Startups|Technology|Mobile|Android|iPhone|Sports|Gps|Fitness|Health and Wellness|Hardware + Software|,34.600,10,0,18,5
Clever Machine,Software,San Francisco,|Software|,4.815,8,0,6,1
Rewardli,Social Commerce,San Francisco,|Group Buying|Social Commerce|Network Security|E-Commerce|,0.765,10,0,7,88
Symphony,Social Media,Palo Alto,|Social Media|,0.750,10,0,7,88
Ninua,Facebook Applications,Palo Alto,|Social Bookmarking|News|Facebook Applications|Curated Web|,0.750,8.6,0,22,9
Isentio,Biotechnology,Palo Alto,|Biotechnology|,1.500,8,0,2,46
Big Live,Video,San Francisco,|Television|Social Network Media|Video|Video Streaming|Chat|Fashion|Music|Social Media|,4.715,5,0,27,62
Solar Universe,Franchises,Livermore,|Clean Energy|Franchises|Renewable Energies|Clean Technology|,7.000,10,0,25,64
Plum District,Curated Web,San Francisco,|Curated Web|,30.600,10,0,9,6
Crowd Factory,Social Commerce,San Francisco,|Analytics|Social Commerce|Direct Marketing|Internet Marketing|Social Media Marketing|Twitter Applications|Facebook Applications|Advertising|,6.500,10,0,7,88
AssertID,Security,Burlingame,|Security|,0.040,9,0,12,67
Unbooked Ltd,Enterprises,San Francisco,|Enterprises|Business Services|Beauty|Health and Wellness|Sales and Marketing|Services|Curated Web|,0.850,1,0,18,5
Singly,Analytics,San Francisco,|Analytics|,8.950,9.44,0,13,39
Dhingana,Video Streaming,Sunnyvale,|Apps|Entertainment Industry|Video Streaming|Music|,8.250,10,0,27,62
Education Elements,Education,San Carlos,|Education|,8.100,9.6,0,20,18
Poshmark,E-Commerce,Menlo Park,|File Sharing|Internet|Marketplaces|Real Time|Technology|Social Media|Mobile|E-Commerce|Fashion|,16.000,10,0,7,17
Superfly,Personalization,Menlo Park,|Personalization|Search|Travel|,0.500,9,0,15,41
LookSharp (powering InternMatch),Colleges,San Francisco,|All Students|Colleges|Social Media|Education|Career Management|Employment|Curated Web|,7.809,9.27,0,22,9
Massive Health,Diabetes,San Francisco,|Interface Design|Diabetes|Health and Wellness|,2.250,10,0,18,5
Rdio,Music,San Francisco,|Music|,125.700,9.67,0,16,16
Hearsay Social,Financial Services,San Francisco,|Financial Services|Social Business|Social Media Marketing|Social Media|Software|,51.000,8.79,0,7,71
ConnectAndSell,Enterprise Software,San Mateo,|Enterprise Software|,8.450,10,0,1,47
SwipeGood,Nonprofits,San Francisco,|Nonprofits|,0.500,7.83,0,22,9
One Kings Lane,Home & Garden,San Francisco,|Home & Garden|E-Commerce|,225.000,10,0,22,52
C3Nano,Manufacturing,Hayward,|Manufacturing|,21.900,9.6,0,29,56
Punchd,Mobile,Mountain View,|Android|iPhone|Loyalty Programs|Mobile|,0.050,10,0,22,9
Findery,Mobile,San Francisco,|Mobile|,9.500,8.89,0,5,13
Pipewise,CRM,San Francisco,|CRM|Enterprise Software|,3.500,9.8,0,1,47
Dynamic Signal,Software,San Bruno,|Software|,33.300,9.47,0,6,84
Everlaw,Analytics,Berkeley,|Analytics|Document Management|Ediscovery|Legal|,1.505,7.4,0,22,9
GET IT Mobile,Mobile,Campbell,|Mobile|,1.100,10,0,5,13
GreenGoose!,Health and Wellness,San Francisco,|Health and Wellness|Lifestyle|Sensors|Hardware + Software|,1.200,8,0,18,5
Fundly,Health and Wellness,Palo Alto,|Education|Payments|Social Fundraising|Health and Wellness|Colleges|Software|Social Media|Politics|Crowdfunding|Nonprofits|,7.800,9.27,0,7,88
Kidlandia,Curated Web,San Francisco,|Curated Web|,3.225,10,0,9,6
TinyCo,Games,San Francisco,|Games|,38.000,9.8,0,3,29
Base CRM,CRM,Palo Alto,|CRM|Software|,22.900,10,0,22,94
dotCloud,Software,San Francisco,|Venture Capital|PaaS|Cloud Computing|Software|,28.679,9.21,0,24,11
Clickatell,Messaging,Redwood City,|Sales and Marketing|Social Media|SMS|Cloud Computing|Apps|Developer APIs|Mobile|Messaging|,12.000,10,0,24,63
Creative Market,Design,San Francisco,|Creative|Design|Marketplaces|Public Relations|,2.300,9.86,0,21,31
Searchperience Inc.,Enterprises,Burlingame,|Enterprises|E-Commerce|Search|,2.250,5,0,19,33
Giftly,Gift Card,San Francisco,|Gift Card|Consumers|Sales and Marketing|Curated Web|,2.800,10,0,22,9
StoryWorth,Baby Boomers,San Francisco,|Baby Boomers|Families|Consumer Internet|,0.167,10,0,22,9
Kaiam,Semiconductors,Newark,|Semiconductors|,72.002,9.67,0,4,75
Talentag,Career Management,San Francisco,|Human Resources|Social Network Media|Facebook Applications|Identity|Career Management|Employment|Recruiting|Curated Web|,0.070,3.33,0,22,9
Browserling,Software,Oakland,|Software|,0.055,3.2,0,6,1
Attachments.me,Software,San Francisco,|Software|,2.500,10,0,6,1
Amprius,Nanotechnology,Sunnyvale,|Nanotechnology|,55.000,9.89,0,22,61
Cyphort,Network Security,Santa Clara,|Network Security|Big Data|Cloud Computing|Security|Enterprise Software|,23.700,10,0,12,67
AdGrok,Advertising,San Francisco,|Advertising|,0.470,9.4,0,8,23
Veniti,Biotechnology,Fremont,|Biotechnology|,23.221,10,0,2,46
Breezy,Printing,Oakland,|Apps|Enterprises|Mobile|Printing|Enterprise Software|,3.411,9.11,0,22,9
MindSnacks,Language Learning,San Francisco,|Language Learning|Games|,7.700,8.14,0,22,9
Alta Devices,Manufacturing,Santa Clara,|Solar|Mobile|Manufacturing|,72.000,10,0,29,56
Zaarly,Startups,San Francisco,|Startups|Android|iPhone|Proximity Internet|Databases|Marketplaces|Mobile|E-Commerce|,15.150,9.86,0,21,31
Offermatic,Credit Cards,San Mateo,|Credit Cards|Discounts|Curated Web|,4.500,9.33,0,22,9
Codeanywhere,Enterprise Software,Palo Alto,|File Sharing|Software|Web Development|Enterprise Software|,0.848,5.17,0,22,9
Boost Media,Optimization,San Francisco,|Optimization|Crowdsourcing|Semantic Search|Advertising|,30.640,9.12,0,19,33
Postmates,E-Commerce,San Francisco,|E-Commerce|Local|Transportation|Logistics|Shipping|Mobile|,23.010,8.84,0,22,94
Pricelock,Risk Management,Redwood City,|Risk Management|Clean Technology|,12.000,8.75,0,11,14
Conference Hound,Analytics,San Francisco,|Ediscovery|Events|Vertical Search|Analytics|,1.900,2.95,0,19,33
Stem CentRx,Biotechnology,South San Francisco,|Biotechnology|,23.527,10,0,2,46
Doximity,Health Care,San Mateo,|Health Care|,81.800,10,0,0,66
Jumio,Software,Palo Alto,|Software|,36.714,9.6,0,6,84
Basis Science,Fitness,San Francisco,|Fitness|Health and Wellness|,43.500,10,0,18,5
Yobongo,Mobile Devices,San Francisco,|Mobile Devices|Curated Web|,1.350,9.2,0,9,6
Sosh,Social Media,San Francisco,|Social Media|,16.254,8.89,0,7,17
HealthTap,Health Care,Palo Alto,|Health Care|Mobile Health|mHealth|Doctors|Physicians|Games|Health and Wellness|,38.250,9.75,0,18,5
Motion Math,Games,San Francisco,|Games|Mobile|Education|,0.500,6.29,0,20,18
ShopSquad/Ownza,Social Commerce,San Francisco,|Social Commerce|E-Commerce|,1.250,6.4,0,7,88
Forrst,Social Network Media,Campbell,|Social Network Media|Design|Curated Web|,0.205,5.29,0,7,88
Tintri,Virtualization,Mountain View,|Virtualization|Enterprise Software|,135.000,10,0,1,82
Tabula,Semiconductors,Santa Clara,|Semiconductors|,108.000,10,0,4,43
SoundCure,Health and Wellness,San Jose,|Health and Wellness|,3.000,9,0,18,5
