company_name,total_funding,company_market,company_city,company_max_round,isAcquired,company_city_popular,company_market_popular,investor_ratings,company_category_list
VirtualLogix,29.288979,Software,Sunnyvale,2,1,Sunnyvale,Software,10.0,|Mobile|Virtualization|Software|
Deem,56.3,Broadcasting,Oakland,8,0,Other_city,Other_market,9.821428571428571,|Trading|Marketplaces|Content Syndication|Productivity Software|E-Commerce|
Pandora Media,32.0,Hotels,Santa Clara,4,0,Santa Clara,Other_market,9.727272727272727,|Broadcasting|Video Streaming|Music|
PlayFirst,5.8,Music,San Francisco,3,1,San Francisco,Music,10.0,|iPhone|Mobile Games|Games|
Socialtext,3.0,iPhone,Mountain View,4,1,Mountain View,Other_market,9.818181818181818,|Collaboration|Software|Networking|Web Tools|Enterprise Software|
SideStep,33.4,Music,Emeryville,3,1,Other_city,Music,10.0,|Ticketing|Hotels|Travel|
Soundflavor,28.3,Curated Web,Sunnyvale,1,0,Sunnyvale,Curated Web,7.4,|Ediscovery|Music|
Executive Caddie,823.0,Automotive,Palo Alto,0,0,Palo Alto,Other_market,6.0,|Windows Phone 7|iPhone|Sports|Software|
VisualOn,80.54,Health Care,Mountain View,2,0,Mountain View,Health Care,7.5,|Software|
Innovative Silicon,62.0,Health Care,Campbell,3,0,Other_city,Health Care,10.0,|Semiconductors|
Gracenote,13.05,Nanotechnology,Redwood City,4,1,Redwood City,Other_market,9.25,|Music|Games|
Aperto Networks,22.4,Curated Web,San Francisco,6,1,San Francisco,Curated Web,9.972972972972974,|Wireless|Mobile|
Polimetrix,142.799,Games,Emeryville,1,1,Other_city,Games,10.0,|Analytics|
StrongView,34.072,Finance,San Ramon,4,0,Other_city,Finance,10.0,|SaaS|Advertising|Displays|Social Media|Email Marketing|Enterprise Software|
Mobissimo,13.3,Curated Web,Mountain View,0,0,Mountain View,Curated Web,10.0,|Travel|
Plaxo,27.132127,Photography,San Francisco,4,1,San Francisco,Photography,10.0,|Trading|Synchronization|Databases|Contact Management|Curated Web|
LiveOps,40.4,Publishing,San Francisco,3,0,San Francisco,Other_market,9.857142857142858,|Crowdsourcing|Cloud Computing|Enterprise Software|
Tesla Motors,37.2,E-Commerce Platforms,Sunnyvale,6,1,Sunnyvale,Other_market,9.852941176470589,|Automotive|
Firetide,19.0,Games,San Francisco,5,0,San Francisco,Games,9.6,|Mobile|
Art.com,14.5,Hardware + Software,Foster City,3,0,Other_city,Hardware + Software,10.0,|Art|Design|
CAPNIA,40.0,Software,San Francisco,2,0,San Francisco,Software,10.0,|Health Care|Health and Wellness|Gas|Medical|Biotechnology|
Blazent,25.0,Games,San Francisco,3,0,San Francisco,Games,10.0,|Enterprise Software|
eASIC,141.535713,Security,San Jose,5,0,San Jose,Security,9.95,|Semiconductors|
ChemoCentryx,73.0,Health and Wellness,Brisbane,4,0,Other_city,Health and Wellness,9.8125,|Health Care|Biotechnology|
Sadra Medical,10.0,Software,Santa Clara,3,1,Santa Clara,Software,9.8,|Health Care|
Nanostellar,10.2,Games,San Francisco,5,0,San Francisco,Games,9.0,|Nanotechnology|
Danger,10.5,Hardware + Software,Fremont,5,1,Other_city,Hardware + Software,10.0,|Software|
Alpha and Omega Semiconductor,221.0,Web Hosting,San Jose,0,0,San Jose,Web Hosting,5.0,|Technology|Semiconductors|
Fathom Online,43.5,Biotechnology,Menlo Park,1,1,Menlo Park,Biotechnology,10.0,|Advertising|
Akimbo,81.312915,Peer-to-Peer,Palo Alto,4,0,Palo Alto,Other_market,10.0,|Recruiting|Personal Branding|Games|
Mode Media,10.0,Games,Santa Clara,6,0,Santa Clara,Games,9.956521739130435,|Women|Fashion|Curated Web|
Teneros,114.1,Technology,San Ramon,4,0,Other_city,Technology,10.0,|Enterprises|Messaging|
AllBusiness.com,137.5,Advertising,Redwood City,3,0,Redwood City,Advertising,10.0,|Small and Medium Businesses|Publishing|Media|Curated Web|
Yelp,823.715776,Network Security,Milpitas,5,0,Other_city,Other_market,10.0,|Customer Service|Reviews and Recommendations|Search|
mBlox,5.0,Curated Web,Sunnyvale,4,0,Sunnyvale,Curated Web,9.833333333333334,|Wireless|SMS|Mobile|
Zend Technologies,0.3,Hospitality,Redwood City,4,0,Redwood City,Other_market,9.88888888888889,|PaaS|SaaS|Mobile|Services|Cloud Computing|Software|
Elance,33.0,Advertising,San Francisco,0,0,San Francisco,Advertising,10.0,|Freelancers|Human Resources|Outsourcing|Employment|Career Management|Curated Web|
SugarCRM,79.0,Web Hosting,Sunnyvale,6,0,Sunnyvale,Web Hosting,10.0,|Cloud Computing|Enterprise Software|CRM|Software|
JotSpot,5.0,Web Hosting,Fremont,1,1,Other_city,Web Hosting,10.0,|Software|
MobiTV,10.0,Mobile,Sunnyvale,4,0,Sunnyvale,Mobile,10.0,|Games|
AccountNow,11.5,Advertising,San Jose,3,0,San Jose,Advertising,9.2,|Finance|
Craigslist,26.0,E-Commerce,Mountain View,0,0,Mountain View,E-Commerce,10.0,|Curated Web|
BitPass,25.0,Games,Burlingame,2,0,Other_city,Games,9.833333333333334,|Curated Web|
Technorati,19.74377,Data Integration,Palo Alto,4,0,Palo Alto,Other_market,9.6,|Search|Advertising|
imeem,25.8,Security,Emeryville,1,1,Other_city,Security,9.0,|Video|Photography|Music|
adBrite,6.4,Clean Technology,San Carlos,3,1,Other_city,Clean Technology,10.0,|Auctions|Publishing|Advertising|
"Become, Inc.",67.041818,Semiconductors,Sunnyvale,4,0,Sunnyvale,Semiconductors,8.8,|Comparison Shopping|Advertising Platforms|Performance Marketing|E-Commerce Platforms|Shopping|Search|
Facebook,106.023,Biotechnology,San Francisco,4,0,San Francisco,Biotechnology,10.0,|Communities|Identity|All Students|Colleges|Facebook Applications|Social Media|
EndoGastric Solutions,10.0,Entertainment,Palo Alto,7,0,Palo Alto,Other_market,9.97872340425532,|Health Care|
LinkedIn,32.49573,Reviews and Recommendations,San Jose,5,0,San Jose,Other_market,9.909090909090908,|Social Recruiting|Software|Networking|Social Media|
Orb Networks,70.288,Advertising,San Mateo,1,0,San Mateo,Advertising,10.0,|Software|
Simply Hired,5.0,Shopping,Sunnyvale,5,0,Sunnyvale,Other_market,7.944444444444445,|Search|
IronPort Systems,11.5,Software,San Francisco,4,1,San Francisco,Software,10.0,|Security|
Linden Lab,8.5,Software,San Mateo,2,0,San Mateo,Software,9.666666666666666,|Games|
Switchfly,12.0,Security,Milpitas,3,0,Other_city,Security,9.25,|Software|
Sling Media,10.25,Enterprise Software,Los Gatos,1,1,Other_city,Enterprise Software,10.0,|Television|Hardware + Software|
AirTight Networks,41.0,Sales and Marketing,Redwood City,4,0,Redwood City,Other_market,10.0,|Wireless|Security|
Splunk,84.590402,Advertising,San Ramon,3,0,Other_city,Advertising,10.0,|Software|
Affinity Circles,32.999997,Software,Mountain View,3,0,Mountain View,Software,7.0,|Career Management|Alumni|Social Recruiting|Software|
BlackArrow,60.0,Hardware + Software,Fremont,3,0,Other_city,Hardware + Software,9.789473684210526,|Advertising|
Snocap,138.442109,E-Commerce,San Francisco,3,1,San Francisco,E-Commerce,10.0,|Content|Social Network Media|Peer-to-Peer|Games|
SiBEAM,28.2,Enterprise Software,San Mateo,4,1,San Mateo,Enterprise Software,10.0,|Semiconductors|Mobile|
Eurekster,3.6249,Software,Mountain View,2,0,Mountain View,Software,8.0,|Social Media|
PostPath,173.0,Cloud Data Services,Palo Alto,3,1,Palo Alto,Other_market,10.0,|Messaging|
CipherMax,21.0,Biotechnology,San Carlos,2,0,Other_city,Biotechnology,10.0,|Security|
BiPar Sciences,8.0,Security,Santa Clara,3,1,Santa Clara,Security,10.0,|Health and Wellness|Biotechnology|
Mu Dynamics,12.96,Outsourcing,San Francisco,3,1,San Francisco,Other_market,10.0,|Web Hosting|
3Leaf,15.4,Privacy,Redwood City,3,1,Redwood City,Other_market,10.0,|Web Hosting|
NextBio,40.8,Security,Pleasanton,3,0,Other_city,Security,10.0,|Enterprise Software|
ITM Software,35.869729,Software,Mountain View,4,1,Mountain View,Software,10.0,|Software|
Knowlent,53.0,Semiconductors,Santa Clara,2,0,Santa Clara,Semiconductors,7.75,|Software|
Altierre,40.0,Semiconductors,Mountain View,6,0,Mountain View,Semiconductors,10.0,|Wireless|Education|Mobile|
Lala,2.19,Software,San Francisco,3,1,San Francisco,Software,9.88888888888889,|Music|
Meez,172.5,Biotechnology,Hayward,3,0,Other_city,Biotechnology,10.0,|Messaging|3D|Entertainment|Games|
Code Green Networks,30.0,Technology,Santa Clara,3,0,Santa Clara,Technology,10.0,|Enterprise Software|
Zmanda,16.0,Enterprise Software,Santa Clara,2,1,Santa Clara,Enterprise Software,10.0,|Software|
PeerMe,65.7,Clean Technology,Menlo Park,1,0,Menlo Park,Clean Technology,7.0,|VoIP|Games|
Wink,520.0,Clean Technology,San Jose,1,1,San Jose,Clean Technology,10.0,|Search|
Ample Communications,12.7,Web Tools,San Mateo,0,0,San Mateo,Other_market,10.0,|Hardware + Software|
BlueArc,68.0,Software,Mountain View,5,1,Mountain View,Software,9.9,|Web Hosting|
Apieron,82.0,Health Care,Emeryville,4,0,Other_city,Health Care,10.0,|Medical Devices|Biotechnology|Health Care|
ooma,8.33,Software,Redwood City,4,0,Redwood City,Software,10.0,|Peer-to-Peer|Social Media|VoIP|Mobile|Hardware + Software|
Exavio,25.0,Chat,San Francisco,3,0,San Francisco,Other_market,9.875,|Games|
Aggregate Knowledge,75.0,Web Hosting,Santa Clara,5,1,Santa Clara,Web Hosting,9.8,|Advertising|
Workday,42.0,Security,Sunnyvale,6,0,Sunnyvale,Security,10.0,|Technology|World Domination|Colleges|Finance|SaaS|Human Resources|Web Development|Enterprise Software|
A10 Networks,60.5,Technology,Fremont,3,0,Other_city,Technology,9.76923076923077,|Communications Hardware|Technology|Security|Virtualization|Cloud Computing|Optimization|SEO|Hardware|Networking|Web Hosting|
Five9,96.244927,Biotechnology,San Carlos,4,0,Other_city,Biotechnology,9.833333333333334,|Technology|Enterprise Software|
Jangl SMS,3.25,Web Hosting,Milpitas,2,0,Other_city,Web Hosting,8.875,|Email|Audio|Messaging|
The Fanfare Group,20.0,Security,San Francisco,2,1,San Francisco,Security,10.0,|Enterprise Software|
Gemini Mobile Technologies,116.167782,E-Commerce,San Jose,2,0,San Jose,E-Commerce,9.0,|Mobile|
Turn,36.0,Television,Santa Clara,5,0,Santa Clara,Other_market,10.0,|Search|Advertising|
FireEye,102.0,Internet of Things,Mountain View,6,0,Mountain View,Other_market,10.0,|Network Security|Security|
Mercora,15.0,Games,Mountain View,1,0,Mountain View,Games,10.0,|Curated Web|
Stream Processors,7.5,Curated Web,San Francisco,0,0,San Francisco,Curated Web,10.0,|Semiconductors|
HopeLab,39.105997,Networking,Mountain View,0,0,Mountain View,Other_market,10.0,|Health and Wellness|Technology|Nonprofits|
CrestaTech,31.4,Software,Palo Alto,1,0,Palo Alto,Software,10.0,|Software|
Ad Infuse,5.0,Software,Santa Clara,2,1,Santa Clara,Software,10.0,|Mobile|Advertising|
Cellfire,52.332109,Video,Mountain View,3,1,Mountain View,Video,10.0,|Digital Media|Coupons|Mobile|
Savvy Cellar Wines,69.6,Semiconductors,Santa Clara,0,0,Santa Clara,Semiconductors,2.0,|Retail|Hospitality|E-Commerce|
Mozilla,93.0,Biotechnology,South San Francisco,0,0,Other_city,Biotechnology,10.0,|Open Source|Browser Extensions|Curated Web|
RGB Networks,46.0,Video on Demand,Redwood City,4,0,Redwood City,Other_market,10.0,|Video Streaming|Logistics|Games|
Vertical Circuits,48.9,Video Streaming,San Francisco,2,0,San Francisco,Other_market,9.5,|Semiconductors|
Applied Identity,154.67384,Semiconductors,San Jose,3,0,San Jose,Semiconductors,10.0,|Advertising|
XenSource,8.75,Messaging,San Jose,3,0,San Jose,Messaging,10.0,|Software|
Vocent,43.5,Software,San Francisco,3,1,San Francisco,Software,9.5,|Software|
Chelsio Communications,5.28,Enterprise Software,San Mateo,6,0,San Mateo,Enterprise Software,9.88888888888889,|Web Hosting|
Be Here,20.9,Advertising,Menlo Park,1,0,Menlo Park,Advertising,10.0,|Web Hosting|
Venturi Wireless,2.33,Music,Palo Alto,3,0,Palo Alto,Music,10.0,|Mobile|
LiteScape Technologies,94.0,Identity Management,Santa Clara,2,0,Santa Clara,Other_market,10.0,|Software|
Razz,2.0,Semiconductors,Sunnyvale,2,0,Sunnyvale,Semiconductors,9.571428571428571,|Music|
Devicescape,37.0,Software,Sunnyvale,2,0,Sunnyvale,Software,10.0,|Location Based Services|Mac|Home & Garden|Linux|iPhone|Android|Software|Wireless|Mobile|
WhereNet,23.955361,Security,Sunnyvale,0,1,Sunnyvale,Security,10.0,|Hardware + Software|
BlueLithium,47.311,Semiconductors,San Jose,1,1,San Jose,Semiconductors,10.0,|Search|Advertising|
Cambrios Technologies,5.04,Software,Redwood City,4,0,Redwood City,Software,9.8,|Nanotechnology|
Blue Lane Technologies,255.1,Peer-to-Peer,San Francisco,2,1,San Francisco,Other_market,10.0,|Web Hosting|
"TheFind, Inc.",276.76,Advertising,Mountain View,3,0,Mountain View,Advertising,10.0,|Mobile|Local|Search|Shopping|E-Commerce|
MeeVee,28.701975,Social Media,San Francisco,4,1,San Francisco,Social Media,9.285714285714286,|Video|Games|
Voxify,4.0,Software,San Francisco,4,1,San Francisco,Software,10.0,|Enterprise Software|
FilmLoop,13.0,Public Relations,San Jose,2,0,San Jose,Other_market,10.0,|Software|
Kapow Software,27.0,News,San Francisco,3,1,San Francisco,News,10.0,|Enterprise Software|Data Integration|Big Data|Software|
Mobilitec,25.05,Semiconductors,Milpitas,3,0,Other_city,Semiconductors,9.25,|Software|
Location Labs,5.4,Web Hosting,Santa Clara,2,1,Santa Clara,Web Hosting,10.0,|Location Based Services|Security|Mobile|
Codenomicon,79.729839,Medical,Sunnyvale,1,0,Sunnyvale,Other_market,9.5,|Security|
Five Prime Therapeutics,15.0,Software,San Francisco,0,0,San Francisco,Software,9.833333333333334,|Health Care|Health and Wellness|Biotechnology|
Pionetics,4.94,Hardware + Software,Campbell,3,0,Other_city,Hardware + Software,10.0,|Clean Technology|
TriCipher,83.0,Biotechnology,Brisbane,4,1,Other_city,Biotechnology,10.0,|Enterprise Software|
eSilicon,14.0,Mobile,San Jose,6,0,San Jose,Mobile,9.666666666666666,|Semiconductors|
Traverse Networks,45.0,Email Marketing,Mountain View,2,1,Mountain View,Other_market,10.0,|Web Hosting|
Palamida,28.3,Browser Extensions,Menlo Park,3,0,Menlo Park,Other_market,10.0,|Security|
FibroGen,4.0,Advertising,San Mateo,0,0,San Mateo,Advertising,10.0,|Biotechnology|
Solidcore Systems,22.6,Web Hosting,Sunnyvale,4,1,Sunnyvale,Web Hosting,10.0,|Software|
Perlegen Sciences,27.0,Software,Santa Clara,4,0,Santa Clara,Software,9.6,|Biotechnology|
Peerflix,20.7,Software,Emeryville,2,1,Other_city,Software,10.0,|Entertainment|Advertising|
Movaris,2.5,Finance,Burlingame,3,0,Other_city,Finance,10.0,|Software|
Optichron,51.277712,Software,Menlo Park,2,0,Menlo Park,Software,10.0,|Semiconductors|
Baynote,12.0,Semiconductors,Milpitas,4,0,Other_city,Semiconductors,9.88888888888889,|Search|Web Design|Reviews and Recommendations|Software|
4INFO,27.105665,Semiconductors,Santa Clara,5,0,Santa Clara,Semiconductors,9.633333333333333,|Mobile Advertising|Mobile|Information Technology|Local|CRM|Big Data|Advertising|
Kaboodle,25.9,Clean Technology,Santa Clara,3,1,Santa Clara,Clean Technology,8.909090909090908,|Shopping|E-Commerce|
MessageCast,95.0,Curated Web,Sunnyvale,1,1,Sunnyvale,Curated Web,10.0,|Messaging|
Pheedo,10.0,Semiconductors,Campbell,1,0,Other_city,Semiconductors,10.0,|Advertising|
Arroyo Video Solutions,40.3,Security,Mountain View,3,1,Mountain View,Security,10.0,|Games|
CITTIO,328.6,Communications Hardware,Santa Clara,2,0,Santa Clara,Other_market,10.0,|Software|
Valchemy,4.0,Mobile,Fremont,2,1,Other_city,Mobile,8.5,|Software|
Transparency Software,6.5,Marketplaces,Palo Alto,1,0,Palo Alto,Other_market,10.0,|Software|
G2 Microsystems,63.500002,Health Care,San Francisco,2,0,San Francisco,Health Care,9.875,|Hardware + Software|
Good Technology,14.0,Shopping,Mountain View,5,0,Mountain View,Other_market,10.0,|Data Security|Mobile Security|Mobile Enterprise|Mobility|Information Security|Analytics|Software|
Codefast,126.397292,Diagnostics,Brisbane,1,1,Other_city,Other_market,10.0,|Software|
NeoScale Systems,21.720203,Web Hosting,Foster City,4,0,Other_city,Web Hosting,10.0,|Security|
deCarta,54.7,Nanotechnology,Milpitas,4,0,Other_city,Other_market,9.76923076923077,|Software|
Vhayu Technologies,6.0,Semiconductors,San Jose,3,1,San Jose,Semiconductors,10.0,|Enterprise Software|
Elixir Medical,5.0,Curated Web,Redwood City,1,0,Redwood City,Curated Web,10.0,|Health Care|
Vontu,25.2,SEO,San Mateo,4,1,San Mateo,Other_market,9.444444444444445,|Software|
OuterBay Technologies,2.0,Real Estate,Oakland,3,1,Other_city,Other_market,10.0,|Software|
Nominum,7.175,Video Streaming,San Francisco,4,0,San Francisco,Other_market,9.666666666666666,|Internet|Network Security|Sales and Marketing|Analytics|
Encentuate,0.05,Photography,San Francisco,2,1,San Francisco,Photography,9.666666666666666,|Enterprise Software|
Loyalty Lab,10.0,Software,Santa Clara,2,1,Santa Clara,Software,10.0,|Software|
ReVera,13.075,Advertising,San Francisco,2,0,San Francisco,Advertising,10.0,|Semiconductors|
Reply! Inc.,6.48,Hardware + Software,Cupertino,3,0,Other_city,Hardware + Software,9.714285714285714,|Lead Generation|Internet Marketing|Advertising|
Cast Iron Systems,2.932278,Social Games,Palo Alto,6,1,Palo Alto,Other_market,10.0,|Software|
Lexar Media,6.35,Biotechnology,Foster City,0,0,Other_city,Biotechnology,9.5,|Hardware + Software|
B-Bridge International,40.927053,Marketing Automation,San Mateo,0,0,San Mateo,Other_market,7.333333333333333,|Biotechnology|
Delivery Agent,15.0,Software,San Jose,5,0,San Jose,Software,10.0,|E-Commerce|
newScale,8.5,Curated Web,San Francisco,4,1,San Francisco,Curated Web,9.75,|Enterprise Software|
GroundWork,0.5,News,Berkeley,4,0,Other_city,News,10.0,|Cloud Management|Virtualization|Data Centers|Cloud Computing|Software|
Noosh,91.0,Analytics,San Mateo,0,0,San Mateo,Analytics,10.0,|Software|
Prosper,0.7,Software,Santa Clara,5,0,Santa Clara,Software,9.941176470588236,|Marketplaces|Credit|Personal Finance|Peer-to-Peer|Crowdfunding|Finance|
ARIO Data Networks,40.3,Mobile Payments,Larkspur,5,0,Other_city,Other_market,9.666666666666666,|Hardware + Software|
Grandis,20.0,Real Estate,San Francisco,0,1,San Francisco,Other_market,10.0,|Semiconductors|
Apigee,13.0,Semiconductors,San Jose,6,0,San Jose,Semiconductors,9.96774193548387,|Cloud Data Services|Enterprise Software|
Nimblefish Technologies,23.754,Network Security,San Jose,0,1,San Jose,Other_market,10.0,|Advertising|
Talima Therapeutics,104.490061,Life Sciences,Mountain View,2,0,Mountain View,Other_market,10.0,|Biotechnology|
SAY Media,41.2899,Hardware + Software,Palo Alto,4,0,Palo Alto,Hardware + Software,10.0,|Publishing|Media|Video|Advertising|
AtHoc,125.964844,Health Care,Mountain View,2,0,Mountain View,Health Care,10.0,|Email|Enterprise Software|Security|
Trapeze Networks,20.0,Wireless,Cupertino,4,1,Other_city,Other_market,9.833333333333334,|Wireless|Security|
Applied MicroStructures,2.5,Enterprise Software,Redwood City,2,0,Redwood City,Enterprise Software,10.0,|Manufacturing|
Teros,19.95,Software,San Mateo,4,0,San Mateo,Software,10.0,|Security|
Network Chemistry,8.5,Mobile,Santa Clara,1,1,Santa Clara,Mobile,9.5,|Software|
Laszlo Systems,57.764731,Analytics,San Mateo,3,1,San Mateo,Analytics,10.0,|Android|Social Media|User Experience Design|Mobile|Internet|Apps|Unifed Communications|Messaging|
Kazeon,36.0,Semiconductors,Santa Clara,6,1,Santa Clara,Semiconductors,9.8,|Software|
BeVocal,15.0,Social Network Media,San Francisco,5,1,San Francisco,Social Network Media,10.0,|Web Hosting|
BeamExpress,32.5,Semiconductors,San Jose,3,0,San Jose,Semiconductors,10.0,|Web Hosting|
InnerWorkings,7.5,E-Commerce,Redwood Shores,1,0,Other_city,E-Commerce,10.0,|Outsourcing|Software|
Ingrian Networks,23.90306,Social Media,San Mateo,4,1,San Mateo,Social Media,10.0,|Privacy|Security|
Bivio Networks,2.0,Curated Web,Palo Alto,4,0,Palo Alto,Curated Web,9.875,|Security|
BDNA,49.256256,Direct Marketing,San Francisco,4,0,San Francisco,Other_market,10.0,|Software|
Xelerated,11.0,Enterprise Software,Mountain View,5,1,Mountain View,Enterprise Software,9.857142857142858,|Semiconductors|
T-RAM Semiconductor,1.04,Music,San Francisco,3,0,San Francisco,Music,10.0,|Semiconductors|
Derceto,26.0,Manufacturing,Cupertino,0,0,Other_city,Other_market,8.0,|Software|
Solexa,31.93,Games,San Jose,0,0,San Jose,Games,9.5,|Biotechnology|
Infoblox,101.58,Analytics,Redwood City,5,0,Redwood City,Analytics,9.8,|Technology|Security|
BayPackets,2.0,SaaS,Cupertino,4,0,Other_city,SaaS,10.0,|Software|
Topio,25.762,Publishing,San Francisco,4,1,San Francisco,Other_market,10.0,|Enterprise Software|
Purfresh,32.0,Semiconductors,Santa Clara,4,0,Santa Clara,Semiconductors,10.0,|Clean Technology|
Nanosolar,20.5,iPhone,Sunnyvale,4,0,Sunnyvale,Other_market,9.909090909090908,|Clean Technology|Nanotechnology|
PANTA Systems,14.0,Curated Web,Redwood City,0,0,Redwood City,Curated Web,9.5,|Enterprise Software|
Mixercast,14.2,Enterprise Software,Mountain View,3,0,Mountain View,Enterprise Software,10.0,|Web Tools|Curated Web|
SpikeSource,76.61355,Clean Technology,Santa Clara,3,1,Santa Clara,Clean Technology,10.0,|Software|
PeakStream,15.4,Security,Sunnyvale,2,1,Sunnyvale,Security,10.0,|Software|
Adamas Pharmaceuticals,19.25,Curated Web,Mountain View,4,0,Mountain View,Curated Web,10.0,|Health Care|
Clarus Systems,7.92,Mobile,San Francisco,2,0,San Francisco,Mobile,10.0,|Software|
netZentry,49.9,Security,Santa Clara,1,0,Santa Clara,Security,10.0,|Security|
Mindjet,11.5,Enterprise Software,Los Gatos,2,0,Other_city,Enterprise Software,9.666666666666666,|Chat|Document Management|Video Conferencing|Collaboration|Software|
Avidia,124.30978,Finance,Redwood City,3,1,Redwood City,Finance,10.0,|Pharmaceuticals|Medical|Biotechnology|
Entrisphere,46.0,Software,San Leandro,3,0,Other_city,Software,10.0,|Web Hosting|
Turbine,34.0,Software,San Mateo,3,1,San Mateo,Software,10.0,|Social Games|Games|
Arcot Systems,127.336875,Biotechnology,Alameda,2,1,Other_city,Biotechnology,10.0,|Security|
Novariant,12.2,Software,San Jose,4,0,San Jose,Software,9.642857142857142,|Technology|Gps|Industrial|Mechanical Solutions|
Adchemy,25.305,Career Management,Santa Clara,5,1,Santa Clara,Other_market,9.909090909090908,|Advertising|
Anacor Pharmaceutical,6.1,Software,Sunnyvale,5,0,Sunnyvale,Software,9.6,|Health Care|Biotechnology|
Cellerant Therapeutics,45.5,Software,San Jose,2,0,San Jose,Software,8.571428571428571,|Biotechnology|
Leverage Software,0.04,Mobile,Menlo Park,1,1,Menlo Park,Mobile,7.0,|Networking|Enterprise Software|
IPextreme,42.0,Mobile,Sunnyvale,1,0,Sunnyvale,Mobile,9.5,|Semiconductors|
SkyPilot Networks,10.0,Semiconductors,Milpitas,4,1,Other_city,Semiconductors,10.0,|Web Hosting|
Voltage Security,21.0,Mobile,Santa Clara,4,0,Santa Clara,Mobile,10.0,|Databases|Data Security|Security|
Blurb,88.2,Analytics,Pleasanton,3,0,Other_city,Analytics,10.0,|Collaboration|Marketplaces|Textbooks|Publishing|E-Commerce|
VaST Systems Technology,6.0,Software,Livermore,4,0,Other_city,Software,9.714285714285714,|Software|
Shenick Network Systems,5.5,Enterprise Software,Menlo Park,2,0,Menlo Park,Enterprise Software,10.0,|Web Hosting|
IdenTrust,11.7256,Social Media,San Francisco,2,0,San Francisco,Social Media,10.0,|Security|
Like.com,42.45,Semiconductors,Santa Clara,3,1,Santa Clara,Semiconductors,9.857142857142858,|Photography|Search|
Force10 Networks,49.0,Networking,Santa Clara,5,0,Santa Clara,Other_market,10.0,|E-Commerce|
Bay Microsystems,12.743716,Enterprise Software,San Mateo,4,0,San Mateo,Enterprise Software,10.0,|Web Hosting|
NetBase Solutions,46.649369,Mobile,San Mateo,4,0,San Mateo,Mobile,9.7,|Analytics|Semantic Search|Enterprise Search|Social Media|
Nomis Solutions,40.8,Software,Belmont,3,0,Other_city,Software,10.0,|Finance|
Vudu,50.750012,Mobile,San Mateo,2,1,San Mateo,Mobile,9.142857142857142,|Television|Games|
Jasper,1045.04,Construction,San Mateo,6,0,San Mateo,Other_market,4.0,|SaaS|Internet of Things|M2M|Cloud Computing|Mobile|
PicksPal,130.003458,Health Care,Newark,3,1,Other_city,Health Care,10.0,|Sports|Games|
Loomia,29.0,Health Care,Palo Alto,1,0,Palo Alto,Health Care,9.6,|Ediscovery|Reviews and Recommendations|Curated Web|
Above All Software,4.0,Semiconductors,Fremont,0,0,Other_city,Semiconductors,9.5,|Software|
Loopt,130.5,Data Integration,San Francisco,2,1,San Francisco,Other_market,10.0,|Location Based Services|Networking|Mobile|
Reddit,108.4,Optimization,San Mateo,2,1,San Mateo,Other_market,9.625,|Social Media|News|
ONStor,16.0,Health Care,Cupertino,6,1,Other_city,Health Care,10.0,|Web Hosting|
Global Locate,16.0,Messaging,San Francisco,5,1,San Francisco,Messaging,9.2,|Semiconductors|
GuardianEdge Technologies,0.56,Software,San Jose,2,1,San Jose,Software,10.0,|Enterprise Software|
Zenprise,19.4,Manufacturing,Los Gatos,5,1,Other_city,Other_market,10.0,|Mobile Devices|Mobile Security|Mobility|Mobile|
PortAuthority Technologies,417.040423,Chemicals,Emeryville,4,0,Other_city,Other_market,9.666666666666666,|Software|
Crossbow Technologies,57.8,Software,Santa Clara,3,1,Santa Clara,Software,10.0,|Manufacturing|
Clear Shape Technologies,17.0,Advertising,Mountain View,2,0,Mountain View,Advertising,9.0,|Software|
Pixim,17.797546,Hardware + Software,Santa Clara,2,0,Santa Clara,Hardware + Software,9.733333333333333,|Video|Hardware + Software|
Right Hemisphere,466.0,Clean Technology,Santa Clara,2,1,Santa Clara,Clean Technology,9.666666666666666,|Enterprise Software|
Tilera,73.197633,Semiconductors,Santa Clara,4,1,Santa Clara,Semiconductors,9.75,|Semiconductors|
Tectura,49.76191,Health Care,Sunnyvale,0,0,Sunnyvale,Health Care,9.5,|Software|
Meru Networks,10.5,Enterprise Software,Santa Clara,5,0,Santa Clara,Enterprise Software,9.91891891891892,|Communications Hardware|Technology|Mobile|
Jacent Technologies,5.0,Curated Web,Palo Alto,2,0,Palo Alto,Curated Web,8.875,|Software|
Planitax,0.82,Education,San Rafael,3,1,Other_city,Education,10.0,|Finance|
Federated Media,23.138876,Advertising,San Francisco,3,0,San Francisco,Advertising,9.0,|Brand Marketing|Business Development|Content|Digital Media|Advertising|
Level 5 Networks,63.0471,Semiconductors,San Jose,2,1,San Jose,Semiconductors,9.75,|Semiconductors|
Syndera Corporation,32.2,Mobile,San Francisco,2,0,San Francisco,Mobile,10.0,|Software|
Xceive,3.6,Curated Web,Sunnyvale,3,0,Sunnyvale,Curated Web,9.75,|Semiconductors|
Proofpoint,0.25,Media,San Francisco,5,0,San Francisco,Other_market,9.875,|Software|Technology|Enterprise Software|
Analogix Semiconductor,24.5,Web Hosting,Sunnyvale,2,0,Sunnyvale,Web Hosting,10.0,|Semiconductors|
Beceem Communications,24.766667,Software,Santa Clara,4,1,Santa Clara,Software,10.0,|Semiconductors|
