company_name,company_market,company_city,company_category_list,company_city,total_funding,investor_rating,company_max_round,keyword_clusters,final_cluster
HealthRally,Social Media,San Francisco,|Social Media|,San Francisco,0.4,7.0,0.0,7,88
Splurgy,Promotional,San Francisco,|Analytics|Social Bookmarking|SaaS|Facebook Applications|Twitter Applications|Coupons|E-Commerce|Advertising|Promotional|Sales and Marketing|Social Media|Enterprise Software|,San Francisco,0.55,4.0,0.0,7,88
Science Exchange,Marketplaces,Palo Alto,|Outsourcing|Life Sciences|Marketplaces|Consulting|,Palo Alto,5.5,9.461538461538462,0.0,21,31
Hypemarks,Ediscovery,San Francisco,|Ediscovery|Social Media|Internet|Curated Web|,San Francisco,0.37,2.0,0.0,7,88
GridGain Systems,Analytics,Foster City,|Analytics|,Foster City,12.5,10.0,0.0,13,39
Framehawk,Android,San Francisco,|Cloud Computing|Android|iPhone|iPad|Tablets|Mobility|Enterprise Software|Software|,San Francisco,16.5,10.0,0.0,24,63
Direct Dermatology,Health Care,East Palo Alto,|Health Care|,East Palo Alto,0.24,2.0,0.0,0,8
Iron.io,Infrastructure,San Francisco,|Infrastructure|Cloud Computing|Enterprise Software|,San Francisco,5.5,8.384615384615385,0.0,24,63
Xambala,Finance,Sunnyvale,|Finance|,Sunnyvale,26.248214,10.0,0.0,14,27
CiiNOW,Games,Sunnyvale,|Games|,Sunnyvale,13.0,10.0,0.0,3,29
GAIN Fitness,Health and Wellness,San Francisco,|Health and Wellness|,San Francisco,2.79,8.818181818181818,0.0,18,5
Pluto Media,Mobile,Menlo Park,|Mobile|,Menlo Park,2.15,6.142857142857143,0.0,5,13
Romotive,Electronics,San Francisco,|iPhone|Software|Electronics|Toys|Robotics|Hardware + Software|,San Francisco,12.114796,9.285714285714286,0.0,22,94
Bitzer Mobile,Mobility,Sunnyvale,|Mobility|Software|,Sunnyvale,6.333407,9.5,0.0,22,9
MobileWeaver,0,Santa Clara,0,Santa Clara,0.0,0.0,0.0,22,9
PowerCloud Systems,Wireless,Palo Alto,|Wireless|Cloud Management|Cloud Computing|Networking|Software|,Palo Alto,6.0,10.0,0.0,24,63
BlueSprig,Software,San Francisco,|Software|,San Francisco,10.0,10.0,0.0,6,1
"Signature Therapeutics, Inc.",Biotechnology,San Carlos,|Biotechnology|,San Carlos,10.0,10.0,0.0,2,46
Enverv,Semiconductors,San Jose,|Semiconductors|,San Jose,27.4,9.777777777777779,0.0,4,20
ScaleArc,Software,Santa Clara,|Software|,Santa Clara,17.63,10.0,0.0,6,1
Buffer,Twitter Applications,San Francisco,|Twitter Applications|Social Media|,San Francisco,3.9,5.761904761904762,0.0,7,88
Cool Lumens,Hardware + Software,Santa Cruz,|Hardware + Software|,Santa Cruz,0.458933,10.0,0.0,10,21
NexSteppe,Enterprise Software,San Francisco,|Enterprise Software|,San Francisco,36.0,9.166666666666666,0.0,1,22
Spreecast,Social Media,San Francisco,|Social Media|,San Francisco,14.1,8.88888888888889,0.0,7,17
SurDoc,Software,Menlo Park,|Document Management|Flash Storage|Software|,Menlo Park,4.0,10.0,0.0,22,9
TapCanvas,Mobile,Palo Alto,|Web Development|Mobile|,Palo Alto,0.2,10.0,0.0,22,9
Tactus Technology,Human Computer Interaction,Fremont,|Human Computer Interaction|,Fremont,21.0,9.5,0.0,22,94
Apiary,Software,San Francisco,|Infrastructure|Testing|Data Integration|Developer APIs|Software|,San Francisco,1.75,8.5,0.0,22,9
Ringz.TV,Enterprise Software,San Francisco,|Guides|Consumer Electronics|Video Streaming|Video|Enterprise Software|,San Francisco,1.04,3.0,0.0,27,62
Famo.us,Mobile,San Francisco,|Android|iPhone|iPad|Mobile|Web Development|Software|,San Francisco,30.21,9.3,0.0,22,94
SnowShoe Stamp,Toys,San Francisco,|Security|Toys|Mobile Games|Mobile|,San Francisco,5.417787,7.666666666666667,0.0,5,13
userfox,SaaS,San Francisco,|Email Marketing|Email|SaaS|Sales and Marketing|Advertising|,San Francisco,0.7,10.0,0.0,22,9
Scrybe,Events,San Francisco,|Events|Enterprise Software|,San Francisco,1.309,10.0,0.0,1,47
Histros,Education,Palo Alto,|Content|Social Media|Education|,Palo Alto,0.3,2.0,0.0,7,88
Concept.io,Personalization,Mountain View,|Content Discovery|Personalization|Machine Learning|Mobile|,Mountain View,7.2,10.0,0.0,22,9
FamilyLeaf,Social Media,San Francisco,|Social Media|,San Francisco,0.984,10.0,0.0,7,88
Kazaana,Web Development,Menlo Park,|Networking|Web Development|Social Media|Mobile|,Menlo Park,7.575,9.25,0.0,26,87
Fastly,Web Hosting,San Francisco,|Content|Content Delivery|Web Hosting|,San Francisco,54.0,10.0,0.0,22,61
IFTTT,Productivity Software,San Francisco,|Mobile|Productivity Software|Consumer Internet|Curated Web|,San Francisco,38.5,9.19047619047619,0.0,22,61
Kalidex Pharmaceuticals,Biotechnology,Menlo Park,|Biotechnology|,Menlo Park,15.000626,10.0,0.0,2,46
The Nest Collective,0,Emeryville,0,Emeryville,0.0,0.0,0.0,22,9
Udacity,Education,Mountain View,|Education|,Mountain View,55.0,9.615384615384615,0.0,20,92
Blueprint Labs,Artificial Intelligence,Palo Alto,|Internet|Video Streaming|Artificial Intelligence|,Palo Alto,1.0,10.0,0.0,27,62
GetGoing,Hotels,San Francisco,|Hotels|Travel|,San Francisco,2.5,9.222222222222221,0.0,15,41
Revolution Foods,Health and Wellness,Oakland,|Health and Wellness|,Oakland,62.75,10.0,0.0,18,5
Pasteurization Technology Group (PTG),Clean Energy,San Leandro,|Clean Energy|Clean Technology|,San Leandro,6.0,7.0,0.0,11,14
Matterport,Cloud Computing,Mountain View,|Cloud Computing|Hardware + Software|,Mountain View,26.0,9.652173913043478,0.0,24,11
Remind,All Students,San Francisco,|All Students|Mobile|,San Francisco,59.5,8.818181818181818,0.0,22,61
GridIron Systems,Big Data Analytics,Sunnyvale,|Big Data Analytics|Big Data|Hardware + Software|,Sunnyvale,13.0,10.0,0.0,13,39
Sparkcentral,Twitter Applications,San Francisco,|SaaS|Customer Support Tools|Enterprises|Facebook Applications|Twitter Applications|Social Media|,San Francisco,5.625,8.818181818181818,0.0,22,9
Moximed,Biotechnology,Hayward,|Biotechnology|,Hayward,47.607656,10.0,0.0,2,3
Blue Bottle Coffee,Coffee,Oakland,|Coffee|E-Commerce|,Oakland,45.7,9.529411764705882,0.0,22,61
People Power,Internet of Things,Palo Alto,|Internet of Things|Cloud Computing|Mobile|Energy Management|Curated Web|,Palo Alto,1.164,7.75,0.0,24,63
Peek,Tourism,San Francisco,|Mobile|Internet|Marketplaces|Network Security|Travel|E-Commerce|SaaS|Tourism|Curated Web|,San Francisco,6.9,9.55,0.0,21,31
Boatbound,E-Commerce,San Francisco,|Peer-to-Peer|E-Commerce|,San Francisco,4.46,8.5,0.0,22,9
Wordlock,Hardware + Software,Santa Clara,|Hardware + Software|,Santa Clara,5.393366,9.75,0.0,10,21
Winners Circle Gaming (WCG),Games,San Francisco,|Games|,San Francisco,0.025,3.0,0.0,3,29
PernixData,Enterprise Software,San Jose,|Enterprise Software|,San Jose,62.0,9.555555555555555,0.0,1,22
Lively Inc.,Internet of Things,San Francisco,|Senior Citizens|Internet of Things|Hardware + Software|,San Francisco,7.3,9.666666666666666,0.0,22,9
Dropifi,Software,Mountain View,|Tech Field Support|Social Media Agent|Social Media|Customer Service|Software|,Mountain View,0.1,6.5,0.0,7,88
Traffio,Games,San Francisco,|Social Games|Games|,San Francisco,0.7,7.0,0.0,3,29
DonorsPlay,0,San Francisco,0,San Francisco,0.0,0.0,0.0,22,9
SCI Solution,Mobility,Campbell,|Mobility|Health Care|SaaS|Software|,Campbell,1.013,10.0,0.0,0,8
Sentons,Semiconductors,Sunnyvale,|Semiconductors|,Sunnyvale,37.691801,10.0,0.0,4,75
Access Closure,Health Care,Mountain View,|Health Care|,Mountain View,13.793098,10.0,0.0,0,8
UniversityNow,Technology,San Francisco,|Consumers|Freemium|Colleges|Technology|Education|,San Francisco,40.5,9.75,0.0,22,61
ClearFit,Curated Web,San Francisco,|Curated Web|,San Francisco,8.665,8.0,0.0,9,6
Yoink Games,0,Redwood City,0,Redwood City,0.0,0.0,0.0,22,9
Sano,Health and Wellness,San Francisco,|Health and Wellness|Analytics|,San Francisco,3.77,9.75,0.0,18,5
ChickRx,Health and Wellness,San Francisco,|Health and Wellness|,San Francisco,0.56,9.0,0.0,18,5
Cardiio,Health and Wellness,San Francisco,|Health and Wellness|,San Francisco,0.02,9.0,0.0,18,5
Sessions,Health and Wellness,San Francisco,|Health and Wellness|,San Francisco,0.02,9.0,0.0,18,5
mo9 (moKredit),Video Games,Palo Alto,|Video Games|,Palo Alto,2.0,10.0,0.0,27,62
ScriptRock,Intelligent Systems,San Francisco,|Intelligent Systems|Testing|Software|Enterprises|Networking|Enterprise Software|,San Francisco,9.952199,7.642857142857143,0.0,26,87
Keen IO,Plumbers,San Francisco,|Infrastructure|Plumbers|Cloud Computing|Automotive|Software|Analytics|,San Francisco,17.75082,7.868421052631579,0.0,24,63
Ayla Networks,Hardware + Software,Sunnyvale,|Hardware + Software|,Sunnyvale,25.4,9.8,0.0,10,21
Liibook,E-Commerce,Redwood City,|Content|Education|Social Media|E-Commerce|,Redwood City,0.070052,9.0,0.0,7,88
Lever,Recruiting,San Francisco,|Recruiting|Human Resources|Enterprise Software|SaaS|Software|,San Francisco,12.8,9.76923076923077,0.0,22,94
GLIIF,Mobile,Mountain View,|SaaS|PaaS|Internet|QR Codes|Mobile|Sales and Marketing|Advertising|,Mountain View,0.76,4.333333333333333,0.0,22,9
Qui.lt,Mobile,San Francisco,|Photo Sharing|Networking|Mobile|,San Francisco,0.505,4.375,0.0,26,87
Everest,Mobile,San Francisco,|Mobile|,San Francisco,2.2,7.666666666666667,0.0,5,13
CashBet,Software,Oakland,|Software|Mobile|Gambling|Games|,Oakland,1.9,5.0,0.0,3,29
ishBowl,Sports,San Francisco,|Digital Signage|Sports|,San Francisco,0.025,1.0,0.0,22,9
Candi Controls,Enterprise Software,Lafayette,|Enterprise Software|,Lafayette,1.9,9.0,0.0,1,47
Condition One,Finance,Palo Alto,|Finance|Tablets|Mobile|Video|Games|,Palo Alto,2.35,8.333333333333334,0.0,27,62
EasyPaint,Marketplaces,San Francisco,|Marketplaces|Bridging Online and Offline|,San Francisco,0.08,2.0,0.0,21,31
Quri,Location Based Services,San Francisco,|Business Services|Location Based Services|Point of Sale|Mobile|Analytics|Retail Technology|Crowdsourcing|Software|,San Francisco,14.758235,9.2,0.0,22,94
Accellion,Enterprise Software,Palo Alto,|Security|Enterprise Software|,Palo Alto,13.410901,10.0,0.0,12,67
Flotype,Enterprise Software,Berkeley,|Enterprise Software|,Berkeley,1.4,9.777777777777779,0.0,1,47
Moontoast,E-Commerce,San Francisco,|Communities|Networking|E-Commerce|Social Commerce|Analytics|Advertising|,San Francisco,17.998631,9.0,0.0,7,17
Natera,Biotechnology,Redwood City,|Biotechnology|,Redwood City,74.6,10.0,0.0,2,3
Trapit,Marketing Automation,Palo Alto,|Marketing Automation|Publishing|Personalization|Search|Content|Curated Web|,Palo Alto,10.116592,9.0,0.0,19,33
Education.com,Publishing,Redwood City,|Publishing|Parenting|Education|,Redwood City,30.26,10.0,0.0,20,18
"Ariosa Diagnostics, Inc.",Biotechnology,San Jose,|Biotechnology|,San Jose,52.7,10.0,0.0,2,3
Fogg Mobile,Internet of Things,San Francisco,|Internet of Things|Mobile|,San Francisco,8.837884,9.0,0.0,22,9
SmartRecruiters,Software,San Francisco,|Recruiting|Software|,San Francisco,15.46,9.857142857142858,0.0,22,94
OpenLabel,Software,San Francisco,|Software|Internet|Mobile Commerce|Crowdsourcing|Mobile|,San Francisco,0.46,3.1666666666666665,0.0,5,13
Senova Systems,Manufacturing,Sunnyvale,|Manufacturing|,Sunnyvale,10.316249,9.5,0.0,29,56
Nexenta Systems,Linux,Santa Clara,|Linux|Storage|Software|,Santa Clara,49.86,10.0,0.0,22,61
Varentec,Clean Technology,San Jose,|Clean Technology|,San Jose,28.916889,10.0,0.0,11,14
Anaplan,Enterprise Software,San Francisco,|Cloud Computing|Enterprise Software|,San Francisco,144.4,10.0,0.0,24,57
Gramble World BV,Games,San Francisco,|Charity|Android|iOS|Social Games|Tablets|Mobile|Social Network Media|Games|,San Francisco,5.752,4.4,0.0,7,88
LaunchGram,News,Mountain View,|News|,Mountain View,0.07,6.0,0.0,22,9
HydroNovation,Manufacturing,San Francisco,|Manufacturing|,San Francisco,3.429998,9.0,0.0,29,56
Mykonos Software,Software,San Francisco,|Software|,San Francisco,4.0,8.0,0.0,6,1
ADARA,Advertising,Mountain View,|Advertising|,Mountain View,44.11516,9.875,0.0,8,72
SquareTrade,Hardware + Software,San Francisco,|Hardware + Software|,San Francisco,247.7,10.0,0.0,10,35
Intercom,Software,San Francisco,|Software|,San Francisco,30.75,7.791666666666667,0.0,6,84
OneSchool,Education,Mountain View,|Education|Colleges|Mobile|,Mountain View,0.75,10.0,0.0,20,18
Endorse,Mobile,San Mateo,|Shopping|Brand Marketing|Coupons|Loyalty Programs|Mobile|,San Mateo,4.25,10.0,0.0,22,9
Cask,Development Platforms,Palo Alto,|Analytics|Big Data|Application Platforms|Open Source|Developer APIs|Development Platforms|,Palo Alto,12.5,10.0,0.0,22,94
Ridejoy,Collaborative Consumption,San Francisco,|Bridging Online and Offline|Travel|Transportation|Collaborative Consumption|Social Media|,San Francisco,1.3,9.714285714285714,0.0,22,9
S.E.A. Medical Systems,Health Care,San Jose,|Health Care|,San Jose,3.0,10.0,0.0,0,8
Pixowl,Games,San Francisco,|Games|,San Francisco,1.375,7.9,0.0,3,29
ModeWalk,Fashion,Burlingame,|Lifestyle|E-Commerce|Fashion|,Burlingame,1.8,10.0,0.0,22,9
Applauze,Mobile,Mountain View,|Publishing|Mobile|,Mountain View,10.45,9.571428571428571,0.0,22,9
Talkable,Social Commerce,San Francisco,|E-Commerce|Analytics|Internet Marketing|Social Commerce|Social Media|,San Francisco,1.2,8.222222222222221,0.0,7,88
CardSpring,E-Commerce,San Francisco,|E-Commerce|,San Francisco,10.0,10.0,0.0,7,88
ClassDojo,Kids,San Francisco,|Kids|Education|,San Francisco,10.1,9.368421052631579,0.0,20,18
Sumo Logic,Analytics,Redwood City,|Analytics|,Redwood City,75.0,10.0,0.0,13,2
Instart Logic,E-Commerce,Palo Alto,|E-Commerce|Content Delivery|Mobile|,Palo Alto,52.0,10.0,0.0,22,61
Prior Knowledge,Machine Learning,San Francisco,|Big Data Analytics|SaaS|Machine Learning|Cloud Computing|Analytics|,San Francisco,1.4,10.0,0.0,13,39
Nomiku,Hardware + Software,San Francisco,|Hardware + Software|,San Francisco,0.025,6.0,0.0,10,21
Exiles,Sports,San Francisco,|Sports|,San Francisco,0.665,2.0,0.0,22,9
Syllabuster,Education,San Francisco,|Big Data|Productivity Software|Android|iOS|Apps|Mobile|Education|,San Francisco,0.02,1.0,0.0,22,9
Auxogyn,Health Care,Menlo Park,|Health Care|,Menlo Park,44.02544,10.0,0.0,0,80
C8 MediSensors,Biotechnology,San Jose,|Biotechnology|,San Jose,64.0168,10.0,0.0,2,3
Immunity Project,Health and Wellness,Oakland,|Health and Wellness|,Oakland,1.12,7.0,0.0,18,5
Aria Retirement Solutions,Finance,San Francisco,|Finance|,San Francisco,4.65,10.0,0.0,14,27
VULCUN,Mobile Advertising,San Francisco,|Mobile Games|Android|Mobile Advertising|Mobile|,San Francisco,1.3,7.2727272727272725,0.0,5,13
Playviews,Mobile,San Francisco,|Mobile|Mobile Games|Games|,San Francisco,1.3,6.0,0.0,3,29
Samba TV,Consumer Electronics,San Francisco,|Consumer Electronics|Video|Advertising|Television|Social Television|,San Francisco,8.163,8.428571428571429,0.0,27,62
WibiData,Big Data,San Francisco,|Big Data|Enterprise Software|,San Francisco,23.0,9.428571428571429,0.0,1,47
Integrated Plasmonics,Business Services,Palo Alto,|Business Services|Services|Mobile Devices|,Palo Alto,3.538027,10.0,0.0,22,9
Gumroad,Curated Web,San Francisco,|Curated Web|,San Francisco,8.1,9.7,0.0,9,6
TastemakerX,Content Discovery,San Francisco,|Content Discovery|Music|Mobile|Games|,San Francisco,3.05,9.666666666666666,0.0,16,16
Symphony Commerce,Online Shopping,San Francisco,|E-Commerce|Fashion|Online Shopping|,San Francisco,39.044997,9.3125,0.0,22,61
Roundrate,Advertising,San Francisco,|Reviews and Recommendations|Celebrity|Brand Marketing|Social Network Media|Advertising|,San Francisco,0.04,9.0,0.0,7,88
Scholaroo,E-Commerce,San Francisco,|E-Commerce|,San Francisco,0.04,9.0,0.0,7,88
PerfectHitch,E-Commerce,San Francisco,|Local|Services|Events|E-Commerce|,San Francisco,0.04,9.0,0.0,22,9
Voxer LLC,Mobile,San Francisco,|Mobile|,San Francisco,30.0,9.88888888888889,0.0,5,99
DoubleRecall,Advertising,Mountain View,|Advertising|,Mountain View,1.6,10.0,0.0,8,23
StopTheHacker,Security,Burlingame,|Security|,Burlingame,1.1,8.0,0.0,12,67
Eveo,Advertising,San Francisco,|Advertising|,San Francisco,9.161897,10.0,0.0,8,23
Certify Data Systems,Enterprise Software,San Jose,|Enterprise Software|,San Jose,7.21021,6.0,0.0,1,47
Stitch Labs,Retail Technology,San Francisco,|Retail Technology|E-Commerce|SaaS|Billing|CRM|Software|,San Francisco,8.0,7.181818181818182,0.0,22,9
Cynny,Social Network Media,Menlo Park,|Cloud Infrastructure|Social Network Media|Apps|,Menlo Park,6.510878,6.0,0.0,7,88
nScaled,IaaS,San Francisco,|Homeland Security|IaaS|Infrastructure|Cloud Computing|Enterprise Software|,San Francisco,8.5,10.0,0.0,24,63
Fluid,E-Commerce,San Francisco,|E-Commerce|,San Francisco,24.0,10.0,0.0,7,17
Newsle,Social Network Media,San Francisco,|News|Social Network Media|Curated Web|,San Francisco,2.649997,8.545454545454545,0.0,7,88
Game Closure,Games,Mountain View,|Web Development|Software|Games|,Mountain View,12.0,10.0,0.0,3,29
Skytree,Big Data,San Jose,|Machine Learning|Big Data|Analytics|,San Jose,21.575,9.333333333333334,0.0,13,39
Sounder,Messaging,San Francisco,|Messaging|,San Francisco,0.15,7.5,0.0,17,32
Quartzy,Life Sciences,Palo Alto,|Life Sciences|Enterprise Software|,Palo Alto,5.2,9.0,0.0,22,9
Keepsafe,Security,San Francisco,|Security|,San Francisco,4.1,9.0,0.0,12,67
EmployInsight,Curated Web,San Francisco,|Curated Web|,San Francisco,1.0,8.6,0.0,9,6
Stitch,Online Dating,San Francisco,|Online Dating|,San Francisco,1.077,4.0,0.0,22,9
iCharts,SaaS,Sunnyvale,|Business Intelligence|Data Visualization|SaaS|Analytics|,Sunnyvale,10.8,7.8,0.0,13,39
Well,Curated Web,San Mateo,|Mobile|Curated Web|,San Mateo,1.0,8.125,0.0,9,6
Fight My Monster,Kids,San Mateo,|MMO Games|Kids|Games|,San Mateo,2.1,8.833333333333334,0.0,3,29
IIX Inc.,Networking,Palo Alto,|Service Providers|Networking|Internet|,Palo Alto,16.217039,6.25,0.0,26,87
vLine,Video Conferencing,Palo Alto,|Video Conferencing|Enterprise Software|,Palo Alto,1.5,10.0,0.0,27,62
Mural.ly,Design,San Francisco,|Office Space|Enterprise Software|Collaboration|Design|Social Media|,San Francisco,0.92,9.25,0.0,22,9
Gliph,Bitcoin,San Mateo,|Bitcoin|Data Security|Security|Networking|Messaging|Privacy|,San Mateo,0.393,7.857142857142857,0.0,12,67
Edoome,Education,Palo Alto,|Social Network Media|Education|,Palo Alto,0.26,6.666666666666667,0.0,7,88
Ubiquitous Energy,Clean Energy,Menlo Park,|Clean Energy|,Menlo Park,7.775,6.833333333333333,0.0,25,64
Gaston Labs,Photography,Palo Alto,|Photography|,Palo Alto,0.1,5.666666666666667,0.0,22,9
Qreativ Studio,Curated Web,San Francisco,|Comparison Shopping|File Sharing|E-Commerce|Social Commerce|Design|Curated Web|,San Francisco,0.015,1.0,0.0,7,88
ForgeRock,Enterprise Software,San Francisco,|Enterprise Software|,San Francisco,52.0,10.0,0.0,1,22
Koding,Curated Web,San Francisco,|Web Hosting|Cloud Computing|Curated Web|,San Francisco,18.780159,9.833333333333334,0.0,28,12
BrightBytes,Big Data,San Francisco,|Big Data|Big Data Analytics|Analytics|,San Francisco,18.47,9.0,0.0,13,39
Obvious,Curated Web,San Francisco,|Curated Web|,San Francisco,2.0,10.0,0.0,9,6
Wallit,Social Media,Berkeley,|Social Media|Location Based Services|iPhone|Mobile|,Berkeley,1.2,7.0,0.0,7,88
AtheroMed,Health Care,Menlo Park,|Health Care|,Menlo Park,37.673932,10.0,0.0,0,80
ENOVIX,Renewable Energies,Fremont,|Renewable Energies|Energy Storage|Energy|,Fremont,15.000003,10.0,0.0,22,94
Pick1,Social Media Marketing,San Francisco,|Social Media Marketing|Market Research|Big Data|,San Francisco,1.04,7.2,0.0,7,88
Drawn to Scale,Cloud Computing,San Francisco,|Cloud Computing|Enterprises|Search|Software|Big Data|Databases|Consumer Electronics|Analytics|,San Francisco,0.925,10.0,0.0,24,63
Sookasa,Enterprise Software,San Mateo,|Enterprise Software|,San Mateo,6.6,9.777777777777779,0.0,1,47
WorkSimple,Social Media,San Francisco,|Collaboration|Weddings|Productivity Software|Teachers|Lead Management|Social Media|,San Francisco,1.019999,9.5,0.0,22,9
NextPrinciples,Software,Milpitas,|Software|,Milpitas,3.174999,4.833333333333333,0.0,6,1
Kiva,Finance,San Francisco,|Finance|,San Francisco,9.0,10.0,0.0,14,27
Squrl,Search,San Francisco,|Search|,San Francisco,0.55,10.0,0.0,19,33
Sunglass,Design,San Francisco,|Architecture|Product Design|Design|3D|Software|,San Francisco,1.8,8.7,0.0,22,9
Metaresolver,Mobile,San Francisco,|Advertising|Mobile|,San Francisco,1.85,9.2,0.0,8,23
Stormpath,Software,San Mateo,|Cloud Security|Software|,San Mateo,9.7,9.5,0.0,12,67
Isolation Network,Enterprise Software,San Francisco,|Enterprise Software|,San Francisco,31.6,10.0,0.0,1,22
SourceNinja,Security,San Francisco,|Security|Open Source|Software|,San Francisco,0.5,8.5,0.0,12,67
DoTheGlobe,Travel,San Rafael,|Travel|,San Rafael,0.04,9.0,0.0,15,41
MyoScience,Biotechnology,Redwood City,|Biotechnology|,Redwood City,97.0,9.6,0.0,2,49
PubNub,Apps,San Francisco,|Mobile|Apps|Developer APIs|Web Development|Real Time|Cloud Computing|Software|,San Francisco,15.1,9.6,0.0,24,63
Disconnect,Privacy,Menlo Park,|Security|Privacy|Search|,Menlo Park,4.1,6.75,0.0,19,33
Imimtek,Software,Sunnyvale,|Software|,Sunnyvale,5.124997,10.0,0.0,6,1
Blossom,Startups,San Francisco,|User Experience Design|Startups|Software|,San Francisco,0.04,7.5,0.0,22,9
Vigilent,Analytics,Oakland,|Analytics|,Oakland,10.66,9.333333333333334,0.0,13,39
YogiPlay,Mobile,Menlo Park,|Mobile|,Menlo Park,1.0,9.5,0.0,5,13
InsightsOne,Analytics,Santa Clara,|Analytics|,Santa Clara,4.3,10.0,0.0,13,39
Nimble VR,Software,San Francisco,|Software|,San Francisco,2.249999,10.0,0.0,6,1
Viveve,Hardware + Software,Sunnyvale,|Hardware + Software|,Sunnyvale,7.21,10.0,0.0,10,21
Second Genome,Biotechnology,San Francisco,|Biotechnology|,San Francisco,18.999999,10.0,0.0,2,46
Enthuse,Sports,San Francisco,|Sports|,San Francisco,2.6,7.0,0.0,22,9
Avocado™,Software,San Francisco,|Android|iPhone|Mobile|Software|,San Francisco,2.15,8.8,0.0,22,9
CheckInOn.Me,Health and Wellness,San Bruno,|Health and Wellness|,San Bruno,0.07,4.0,0.0,18,5
Givkwik,Nonprofits,San Francisco,|Nonprofits|,San Francisco,0.0375,6.0,0.0,22,9
StreetOwl,Cars,San Francisco,|Services|Auto|Cars|Insurance|Mobile|,San Francisco,0.095,4.0,0.0,22,9
The One-Page Company,Career Management,San Francisco,|Career Management|Consumer Internet|Marketplaces|Data Mining|Human Resources|Recruiting|SaaS|Software|,San Francisco,3.3,8.444444444444445,0.0,22,9
DealAngel,In-Flight Entertainment,San Francisco,|Finance|In-Flight Entertainment|Hotels|Online Travel|Travel|,San Francisco,0.868,9.0,0.0,15,41
"VinAsset, Inc (Vertically Integrated Network)",Group Buying,Sausalito,|Enterprise Software|Group Buying|SaaS|Services|Procurement|,Sausalito,4.5,8.0,0.0,22,9
SFJ Pharmaceuticals,Venture Capital,Pleasanton,|Biotechnology|Pharmaceuticals|Venture Capital|,Pleasanton,69.5,10.0,0.0,22,0
Bionic Panda Games,Games,San Francisco,|Games|,San Francisco,0.8,10.0,0.0,3,29
WorkingPoint,Billing,San Francisco,|CRM|Billing|Freelancers|Accounting|Small and Medium Businesses|Software|,San Francisco,0.188,10.0,0.0,22,9
Propel,Clean Technology,Redwood City,|Clean Technology|,Redwood City,21.5002,9.75,0.0,11,14
Appurify,Testing,San Francisco,|iOS|Android|Testing|Apps|Mobile|,San Francisco,6.25,9.277777777777779,0.0,22,9
Swink.tv,Curated Web,San Francisco,|Curated Web|,San Francisco,3.475521,10.0,0.0,9,6
Eve Biomedical,Biotechnology,Mountain View,|Biotechnology|,Mountain View,7.669424,10.0,0.0,2,46
Solexel,Clean Technology,Milpitas,|Clean Technology|,Milpitas,165.420614,9.92,0.0,11,40
True&Co,Online Shopping,San Francisco,|Online Shopping|Fashion|,San Francisco,6.0,9.636363636363637,0.0,22,9
PV Evolution Labs,0,San Francisco,0,San Francisco,0.0,0.0,0.0,22,9
Utah Street Labs,0,San Francisco,0,San Francisco,0.0,0.0,0.0,22,9
Cloudian,Cloud Infrastructure,Foster City,|Cloud Infrastructure|Storage|Software|,Foster City,40.7,9.833333333333334,0.0,24,11
Godengo,Advertising,Berkeley,|Advertising|,Berkeley,16.953708,10.0,0.0,8,23
LUMOback,Software,Palo Alto,|Software|,Palo Alto,6.1001,9.666666666666666,0.0,6,1
JustOne Database Inc.,Big Data,San Francisco,|Big Data|Analytics|,San Francisco,2.35,9.5,0.0,13,39
Svaya Nanotechnologies,Nanotechnology,Sunnyvale,|Nanotechnology|,Sunnyvale,21.507228,10.0,0.0,22,94
Own Products,Health and Wellness,San Francisco,|Health and Wellness|,San Francisco,5.149,10.0,0.0,18,5
Vivotech,Mobile,Redwood City,|Mobile|,Redwood City,4.7,10.0,0.0,5,13
SkyCache,Networking,San Francisco,|Networking|Analytics|Real Time|,San Francisco,12.2588,10.0,0.0,26,87
Compact Particle Acceleration,0,Livermore,0,Livermore,0.0,0.0,0.0,22,9
Flywheel,Transportation,Redwood City,|Transportation|Mobile|,Redwood City,34.855,4.0,0.0,22,61
Synos Technology,Manufacturing,Fremont,|Manufacturing|,Fremont,19.999999,10.0,0.0,29,56
Lightside Games,Games,Mountain View,|Games|,Mountain View,2.744997,10.0,0.0,3,29
Kincast,Messaging,Palo Alto,|iPhone|Messaging|,Palo Alto,0.31,3.5,0.0,17,32
Nitro PDF,Collaboration,San Francisco,|Collaboration|SaaS|Software|,San Francisco,2.2269,10.0,0.0,22,9
Global Education Learning,0,Redwood City,0,Redwood City,0.0,0.0,0.0,22,9
Bonfaire,Lifestyle,San Francisco,|Lifestyle|E-Commerce|Retail|Fashion|,San Francisco,2.35,10.0,0.0,22,9
Cerebrotech Medical Systems,0,Pleasanton,0,Pleasanton,0.0,0.0,0.0,22,9
Threefold Photos,Curated Web,Corte Madera,|Curated Web|,Corte Madera,9.5,10.0,0.0,9,6
Dinamundo,Mobile,San Francisco,|Entertainment|Local|Databases|Social Search|Networking|Mobile|,San Francisco,0.552,10.0,0.0,26,87
MeetCute,Social Media,San Francisco,|Match-Making|Sex|Entertainment|Social Media|,San Francisco,0.025,7.0,0.0,22,9
CareLinx,Curated Web,San Mateo,|Curated Web|,San Mateo,5.746508,8.0,0.0,9,6
